smiles,assay_id,activity_type,pActivity,molecule_chembl_id,document_year,document_chembl_id,journal,source,assay_description,round_id,assay_context,scaffold,program_id,target_chembl_id,target_name,target_type,admet_solubility,admet_solubility_source,admet_lipophilicity,admet_lipophilicity_source,admet_clearance_hepatocyte,admet_clearance_hepatocyte_source,admet_clearance_microsome,admet_clearance_microsome_source,admet_herg,admet_herg_source,admet_ames,admet_ames_source,admet_bbb,admet_bbb_source,admet_caco2,admet_caco2_source,admet_ppbr,admet_ppbr_source
CCOC[C@H](Oc1ncnc2c1cnn2-c1ncccc1Cl)C(=O)Nc1cnc(C)cn1,CHEMBL3226991,IC50,4.8,CHEMBL3221487,2013,CHEMBL3217683,Medchemcomm,Scientific Literature,Inhibition of human ERG,56,299,O=C(COc1ncnc2c1cnn2-c1ccccn1)Nc1cnccn1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOC[C@H]1CC[C@@H](N2CC(NC(=O)CNc3nn(C)c4ccc(C(F)(F)F)cc34)C2)CC1,CHEMBL1837909,IC50,5.25,CHEMBL1834644,2011,CHEMBL1833932,Bioorg Med Chem Lett,Scientific Literature,Displacement of [3H]-astemizole from human ERG in HEK293 cells after 1 hrs by scintillation counting,32,48,O=C(CNc1n[nH]c2ccccc12)NC1CN(C2CCCCC2)C1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOC[C@H]1[C@@H]2CNC[C@@]21c1ccc(Cl)c(Cl)c1,CHEMBL1068919,IC50,5.38,CHEMBL608151,2010,CHEMBL1157620,J Med Chem,Scientific Literature,Inhibition of human ERG assessed as blockade of channel current by electrophysiology assay,25,568,c1ccc(C23CNCC2C3)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOC[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCN(S(=O)(=O)c1ccc(C(F)(F)F)cc1)C2,CHEMBL3736641,IC50,6.1,CHEMBL271220,2015,CHEMBL3734698,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human ERG by patch clamp technique,67,569,O=S(=O)(c1ccccc1)N1CCC2=Cc3c(cnn3-c3ccccc3)CC2C1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOCc1nnc(N2C[C@@H]3C[C@]3(c3ccc(F)cc3Cl)C2)n1-c1ccc(OC)nc1,CHEMBL4366133,IC50,5.21,CHEMBL4464246,2019,CHEMBL4364273,ACS Med Chem Lett,Scientific Literature,Inhibition of human ERG,95,570,c1ccc(C23CC2CN(c2nncn2-c2cccnc2)C3)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCON=C1CCC(CN2CCN(c3nc(=O)c4cc(C(F)(F)F)cc([N+](=O)[O-])c4s3)CC2)CC1,CHEMBL4362471,IC50,4.41,CHEMBL4571987,2019,CHEMBL4359877,Eur J Med Chem,Scientific Literature,Inhibition of human ERG transfected in HEK293 cells by whole-cell patch clamp method,95,571,N=C1CCC(CN2CCN(c3nc(=O)c4ccccc4s3)CC2)CC1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOP(=O)(Cc1csc(NC(=O)c2cc(Oc3ccc(S(C)(=O)=O)cc3)cc(O[C@@H](C)COC)c2)n1)OCC,CHEMBL5048865,IC50,4.3,CHEMBL5091943,2022,CHEMBL5046279,J Med Chem,Scientific Literature,Inhibition of hERG by patch clamp method,110,572,O=C(Nc1nccs1)c1cccc(Oc2ccccc2)c1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOP(=O)(Cn1ccc(NC(=O)c2cc(Oc3ccc(S(=O)(=O)C(C)C)cc3)cc(OC(C)C)c2)n1)OCC,CHEMBL5048865,IC50,4.52,CHEMBL5092846,2022,CHEMBL5046279,J Med Chem,Scientific Literature,Inhibition of hERG by patch clamp method,110,572,O=C(Nc1cc[nH]n1)c1cccc(Oc2ccccc2)c1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOP(=O)(Cn1ccc(NC(=O)c2cc(Oc3ccc(S(=O)(=O)N4CCC4)cc3)cc(OC(C)C)c2)n1)OCC,CHEMBL5048865,IC50,4.48,CHEMBL5072442,2022,CHEMBL5046279,J Med Chem,Scientific Literature,Inhibition of hERG by patch clamp method,111,572,O=C(Nc1cc[nH]n1)c1cccc(Oc2ccc(S(=O)(=O)N3CCC3)cc2)c1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOP(=O)(Cn1ccc(NC(=O)c2cc(Oc3ccc(S(C)(=O)=O)cc3)cc(OC(CF)CF)c2)n1)OCC,CHEMBL5048865,IC50,4.36,CHEMBL5081517,2022,CHEMBL5046279,J Med Chem,Scientific Literature,Inhibition of hERG by patch clamp method,111,572,O=C(Nc1cc[nH]n1)c1cccc(Oc2ccccc2)c1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOP(=O)(Sc1ccccc1)Sc1ccccc1,CHEMBL1676103,IC50,4.3,CHEMBL1671900,2011,CHEMBL1671772,Eur J Med Chem,Scientific Literature,Inhibition of human ERG,32,20,O=[PH](Sc1ccccc1)Sc1ccccc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,-3.3305,tdc_measured,,missing,,missing,,missing,0.0,tdc_measured,,missing,,missing,,missing,,missing
CCO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2CCN(c3cc(C(F)(F)F)ccn3)CC2)(C(C)C)C1,CHEMBL1786160,IC50,5.07,CHEMBL1782577,2011,CHEMBL1782039,Bioorg Med Chem Lett,Scientific Literature,Displacement of labeled dofetilide from human ERG,32,322,O=C(C1CCC(NC2CCOCC2)C1)N1CCN(c2ccccn2)CC1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCO[C@@H]1Cc2cc(C(F)(F)F)ccc2[C@H]1N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,CHEMBL1695229,IC50,5.35,CHEMBL1688243,2010,CHEMBL1687698,ACS Med Chem Lett,Scientific Literature,Inhibition of human hERG,25,573,O=C(c1cncnc1)N1CCC(N2CCN(C3CCc4ccccc43)CC2)CC1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCO[C@H]1CC[C@@H](N2CC(NC(=O)CNc3n[nH]c4ccc(C(F)(F)F)cc34)C2)CC1,CHEMBL1837909,IC50,5.35,CHEMBL1834647,2011,CHEMBL1833932,Bioorg Med Chem Lett,Scientific Literature,Displacement of [3H]-astemizole from human ERG in HEK293 cells after 1 hrs by scintillation counting,32,48,O=C(CNc1n[nH]c2ccccc12)NC1CN(C2CCCCC2)C1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCO[C@H]1CN([C@H]2CC[C@@](O)(c3ccc(C)cc3)CC2)C[C@@H]1NC(=O)CNC(=O)c1cccc(C(F)(F)F)c1,CHEMBL1291445,IC50,4.96,CHEMBL1289203,2010,CHEMBL1287724,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human ERG,25,574,O=C(CNC(=O)c1ccccc1)NC1CCN(C2CCC(c3ccccc3)CC2)C1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCO[C@H]1CN([C@H]2CC[C@@](O)(c3ccc4c(c3)OCO4)CC2)C[C@@H]1NC(=O)CNC(=O)c1cccc(C(F)(F)F)c1,CHEMBL1291445,IC50,4.89,CHEMBL1289316,2010,CHEMBL1287724,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human ERG,25,574,O=C(CNC(=O)c1ccccc1)NC1CCN(C2CCC(c3ccc4c(c3)OCO4)CC2)C1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCO[C@H]1CN([C@H]2CC[C@@](O)(c3ccccc3)CC2)C[C@@H]1NC(=O)CNC(=O)c1cccc(C(F)(F)F)c1,CHEMBL1291445,IC50,4.77,CHEMBL1289083,2010,CHEMBL1287724,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human ERG,25,574,O=C(CNC(=O)c1ccccc1)NC1CCN(C2CCC(c3ccccc3)CC2)C1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCO[C@H]1COCC[C@H]1N[C@@H]1CC[C@@](C(=O)N2CCN(c3cc(C(F)(F)F)ccn3)CC2)(C(C)C)C1,CHEMBL1786160,IC50,5.19,CHEMBL1782576,2011,CHEMBL1782039,Bioorg Med Chem Lett,Scientific Literature,Displacement of labeled dofetilide from human ERG,32,322,O=C(C1CCC(NC2CCOCC2)C1)N1CCN(c2ccccn2)CC1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOc1c([C@H](C)n2nc(C)c3c(N)ncnc32)cc(Cl)c(F)c1[C@@H]1CNC(=O)C1,CHEMBL4410921,IC50,4.12,CHEMBL4297615,2019,CHEMBL4406913,ACS Med Chem Lett,Scientific Literature,Inhibition of human ERG expressed in HEK293 cells by voltage patch clamp assay,95,575,O=C1CC(c2cccc(Cn3ncc4cncnc43)c2)CN1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOc1cc(C(=O)N2CCC(N3CCCC3)CC2)ccc1Nc1cc2c(cn1)N(C)C(=O)c1ccccc1N2C,CHEMBL4724824,IC50,6.5,CHEMBL4757477,2021,CHEMBL4715913,Bioorg Med Chem,Scientific Literature,Inhibition of human ERG,106,576,O=C1Nc2cnc(Nc3ccc(C(=O)N4CCC(N5CCCC5)CC4)cc3)cc2Nc2ccccc21,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOc1cc(C(=O)Nc2cc(C(F)(F)F)ccn2)ccc1-c1nc(C23CCC(C(=O)O)(CC2)CC3)n2ccnc(N)c12,CHEMBL3999906,IC50,4.58,CHEMBL4097019,2017,CHEMBL3997842,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human ERG,84,577,O=C(Nc1ccccn1)c1ccc(-c2nc(C34CCC(CC3)CC4)n3ccncc23)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOc1cc(C(O)(CCN(C)C)C(c2cc3cc(Br)ccc3nc2OC)c2ccnc(OC)c2OC)cc(OC(C)C)n1,CHEMBL4481698,IC50,5.11,CHEMBL4534128,2019,CHEMBL4480421,Bioorg Med Chem,Scientific Literature,Inhibition of human ERG by manual patch clamp electrophysiology assay,95,578,c1ccc2ncc(C(Cc3ccncc3)c3ccncc3)cc2c1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOc1cc(C(O)CN2CCN(C[C@H](O)c3ccc4c(c3C)COC4=O)CC2)ncc1C#N,CHEMBL3615683,IC50,5.035,CHEMBL3612926,2015,CHEMBL3612018,ACS Med Chem Lett,Scientific Literature,Displacement of [35S]-MK499 from human ERG expressed in HEK293 cells,67,563,O=C1OCc2cc(CCN3CCN(CCc4ccccn4)CC3)ccc21,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOc1cc(C(O)CN2CCN(C[C@H](O)c3ccc4c(c3C)COC4=O)CC2)ncc1C#N,CHEMBL3615686,IC50,4.92,CHEMBL3612926,2015,CHEMBL3612018,ACS Med Chem Lett,Scientific Literature,Inhibition of human ERG expressed in HEK293 cells by electrophysiology assay,67,579,O=C1OCc2cc(CCN3CCN(CCc4ccccn4)CC3)ccc21,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOc1cc(C)c2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,CHEMBL3424851,IC50,8.92,CHEMBL3422954,2015,CHEMBL3421558,Bioorg Med Chem Lett,Scientific Literature,Inhibition of MK499 binding to human ERG,67,560,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOc1cc(CCN2CCN(CCc3ccc4c(c3)COC4=O)CC2)ccc1C#N,CHEMBL2148626,IC50,6.17,CHEMBL2146877,2012,CHEMBL2146432,ACS Med Chem Lett,Scientific Literature,Displacement of [35S]MK499 from human ERG,45,349,O=C1OCc2cc(CCN3CCN(CCc4ccccc4)CC3)ccc21,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOc1cc(CN2CCC(C3CCN(S(=O)(=O)c4ccccc4)CC3)CC2)cc(OCC)c1-c1ccc(F)cc1,CHEMBL4270242,IC50,6.66,CHEMBL4278161,2018,CHEMBL4266056,ACS Med Chem Lett,Scientific Literature,Inhibition of MK-499 binding to human ERG,90,580,O=S(=O)(c1ccccc1)N1CCC(C2CCN(Cc3ccc(-c4ccccc4)cc3)CC2)CC1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOc1cc(CN2CCC(COc3cccc4cccnc34)CC2)cc(OCC)c1-c1ccc(F)cc1,CHEMBL4270242,IC50,6.68,CHEMBL4288848,2018,CHEMBL4266056,ACS Med Chem Lett,Scientific Literature,Inhibition of MK-499 binding to human ERG,90,580,c1ccc(-c2ccc(CN3CCC(COc4cccc5cccnc45)CC3)cc2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOc1cc(CN2CCC(NC(=O)c3cccc(S(C)(=O)=O)c3)CC2)ccc1Cl,CHEMBL902587,IC50,5.89,CHEMBL241330,2007,CHEMBL1138334,J Med Chem,Scientific Literature,Binding affinity to human ERG channel,5,581,O=C(NC1CCN(Cc2ccccc2)CC1)c1ccccc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOc1cc(CN2CCC(NC(=O)c3cncc(C)c3)CC2)cc(OCC)c1-c1ccc(F)cc1,CHEMBL4270242,IC50,5.77,CHEMBL1210207,2018,CHEMBL4266056,ACS Med Chem Lett,Scientific Literature,Inhibition of MK-499 binding to human ERG,90,580,O=C(NC1CCN(Cc2ccc(-c3ccccc3)cc2)CC1)c1cccnc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,98.51,tdc_measured
CCOc1cc(CN2CCC(Nc3nc4cc(C(N)=O)ccc4o3)CC2)cc(OCC)c1F,CHEMBL1113040,IC50,6.37,CHEMBL1080584,2009,CHEMBL1154321,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human ERG expressed in CHO cells by patch clamp technique,17,582,c1ccc(CN2CCC(Nc3nc4ccccc4o3)CC2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOc1cc(CN2CCC(Nc3nc4cc(S(=O)(=O)CC)ccc4o3)CC2)ccc1OC,CHEMBL1113040,IC50,6.75,CHEMBL1079313,2009,CHEMBL1154321,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human ERG expressed in CHO cells by patch clamp technique,17,582,c1ccc(CN2CCC(Nc3nc4ccccc4o3)CC2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOc1cc(CN2CCC(Nc3nc4cc(S(N)(=O)=O)ccc4o3)CC2)ccc1OC,CHEMBL1113040,IC50,5.46,CHEMBL393718,2009,CHEMBL1154321,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human ERG expressed in CHO cells by patch clamp technique,17,582,c1ccc(CN2CCC(Nc3nc4ccccc4o3)CC2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOc1cc(CN2CCC(Nc3nc4cc(S(N)(=O)=O)ccc4o3)CC2)ccc1OC,CHEMBL902576,IC50,5.46,CHEMBL393718,2007,CHEMBL1138333,J Med Chem,Scientific Literature,Inhibition of hERG channel,5,583,c1ccc(CN2CCC(Nc3nc4ccccc4o3)CC2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOc1cc(CN2CCC(c3ncc(-c4ccc(F)cc4)[nH]3)CC2)cc(OCC)c1-c1ccc(F)cc1,CHEMBL4270242,IC50,6.58,CHEMBL4288417,2018,CHEMBL4266056,ACS Med Chem Lett,Scientific Literature,Inhibition of MK-499 binding to human ERG,90,580,c1ccc(-c2ccc(CN3CCC(c4ncc(-c5ccccc5)[nH]4)CC3)cc2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOc1cc(CN2CCC3(CC2)CC(=O)N(c2ccc(C(=O)O)cc2)C3)cc(OCC)c1-c1ccc(F)cc1,CHEMBL4270242,IC50,4.35,CHEMBL4282052,2018,CHEMBL4266056,ACS Med Chem Lett,Scientific Literature,Inhibition of MK-499 binding to human ERG,90,580,O=C1CC2(CCN(Cc3ccc(-c4ccccc4)cc3)CC2)CN1c1ccccc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOc1cc(CN2CCC3(CC2)CC(Cc2ccc(F)cc2)C(=O)O3)cc(OCC)c1-c1ccc(F)cc1,CHEMBL4270242,IC50,6.02,CHEMBL4292255,2018,CHEMBL4266056,ACS Med Chem Lett,Scientific Literature,Inhibition of MK-499 binding to human ERG,90,580,O=C1OC2(CCN(Cc3ccc(-c4ccccc4)cc3)CC2)CC1Cc1ccccc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOc1cc(CN2CCC3(CC2)CCN(S(=O)(=O)c2cccnc2)CC3)cc(OCC)c1-c1ccc(F)cc1,CHEMBL4270242,IC50,6.68,CHEMBL4280531,2018,CHEMBL4266056,ACS Med Chem Lett,Scientific Literature,Inhibition of MK-499 binding to human ERG,90,580,O=S(=O)(c1cccnc1)N1CCC2(CCN(Cc3ccc(-c4ccccc4)cc3)CC2)CC1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOc1cc(CN2CCC3(CC2)NC(=O)NC3=O)cc(OCC)c1-c1ccc(F)cc1,CHEMBL4270242,IC50,4.6,CHEMBL4289922,2018,CHEMBL4266056,ACS Med Chem Lett,Scientific Literature,Inhibition of MK-499 binding to human ERG,90,580,O=C1NC(=O)C2(CCN(Cc3ccc(-c4ccccc4)cc3)CC2)N1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOc1cc(CN2CC[C@H]3C(Nc4nc5ccc(C(=O)O)cc5o4)CC[C@H]32)cc(OCC)c1-c1ccc(F)cc1,CHEMBL4270242,IC50,4.82,CHEMBL4277106,2018,CHEMBL4266056,ACS Med Chem Lett,Scientific Literature,Inhibition of MK-499 binding to human ERG,90,580,c1ccc(-c2ccc(CN3CCC4C(Nc5nc6ccccc6o5)CCC43)cc2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOc1cc(F)ccc1-c1cnc2sc(N3CCC(O)(CN)CC3)nn12,CHEMBL5160040,IC50,4.67,CHEMBL5173722,2022,CHEMBL5154768,J Med Chem,Scientific Literature,Inhibition of hERG by Qpatch-clamp method,111,213,c1ccc(-c2cnc3sc(N4CCCCC4)nn23)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,CHEMBL1011678,IC50,5.32,CHEMBL60889,2009,CHEMBL1152811,J Med Chem,Scientific Literature,Inhibition of human ERG expressed in HEK293 cells by whole cell patch clamp method,17,146,O=C(NCC1CN(Cc2ccccc2)CCO1)c1ccccc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,CHEMBL1676103,IC50,5.32,CHEMBL60889,2011,CHEMBL1671772,Eur J Med Chem,Scientific Literature,Inhibition of human ERG,32,20,O=C(NCC1CN(Cc2ccccc2)CCO1)c1ccccc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOc1cc(NC(=O)c2ccccc2F)ccc1-c1nnc(NCCCN2CCCCC2)o1,CHEMBL2024805,IC50,4.9,CHEMBL2023927,2012,CHEMBL2021886,Bioorg Med Chem Lett,Scientific Literature,Displacement of [3H]Dofetilide from human ERG expressed in CHO-K1 cells by scintillation proximity assay,45,502,O=C(Nc1ccc(-c2nnc(NCCCN3CCCCC3)o2)cc1)c1ccccc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOc1cc(Nc2nc3c(cc2F)ncn3[C@@H](CO)c2ccc(F)cn2)n[nH]1,CHEMBL2154697,IC50,4.5,CHEMBL2151325,2012,CHEMBL2150905,ACS Med Chem Lett,Scientific Literature,Inhibition of human ERG,45,302,c1ccc(Cn2cnc3ccc(Nc4cc[nH]n4)nc32)nc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,2.55,tdc_measured,30.2,tdc_measured,,missing,,missing,,missing,,missing,,missing,86.85,tdc_measured
CCOc1cc([C@H](c2cc3cc(Br)ccc3cc2OC)[C@@](O)(CCN(C)C)c2cccc3ccoc23)cc(OC)n1,CHEMBL4221368,IC50,5.12,CHEMBL4227403,2018,CHEMBL4219096,Bioorg Med Chem,Scientific Literature,Inhibition of human ERG by patch clamp assay,90,584,c1ccc2cc(C(Cc3cccc4ccoc34)c3ccncc3)ccc2c1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOc1cc([C@H](c2cc3cc(C#N)ccc3cc2OC)[C@@](O)(CCN(C)C)c2cccc3ccoc23)cc(OCC)n1,CHEMBL4221368,IC50,5.48,CHEMBL4225190,2018,CHEMBL4219096,Bioorg Med Chem,Scientific Literature,Inhibition of human ERG by patch clamp assay,90,584,c1ccc2cc(C(Cc3cccc4ccoc34)c3ccncc3)ccc2c1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOc1cc([C@](O)(CCN(C)C)[C@@H](c2cc3cc(Br)ccc3nc2OC)c2cccc(OC)c2F)cc(OCC)n1,CHEMBL4481758,IC50,5.0,CHEMBL4565089,2019,CHEMBL4480425,Bioorg Med Chem,Scientific Literature,Inhibition of human ERG,95,585,c1ccc(C(Cc2ccncc2)c2cnc3ccccc3c2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOc1cc([C@](O)(CCN(C)C)[C@@H](c2cc3cc(Br)ccc3nc2OC)c2cccc(OC)c2OC)cc(OCC)n1,CHEMBL4481758,IC50,5.26,CHEMBL4532620,2019,CHEMBL4480425,Bioorg Med Chem,Scientific Literature,Inhibition of human ERG,95,585,c1ccc(C(Cc2ccncc2)c2cnc3ccccc3c2)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOc1cc([C@](O)(CCN(C)C)[C@@H](c2cc3cc(Br)ccc3nc2OC)c2cccc3c2OCCO3)cc(OCC)n1,CHEMBL4481758,IC50,4.88,CHEMBL4554862,2019,CHEMBL4480425,Bioorg Med Chem,Scientific Literature,Inhibition of human ERG,95,585,c1cc2c(c(C(Cc3ccncc3)c3cnc4ccccc4c3)c1)OCCO2,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOc1cc([C@](O)(CCN(C)C)[C@@H](c2cc3cc(Br)ccc3nc2OC)c2ccnc(OC)c2OC)cc(OC)n1,CHEMBL4610754,IC50,5.48,CHEMBL4647327,2020,CHEMBL4610003,Bioorg Med Chem,Scientific Literature,Inhibition of human ERG,99,476,c1ccc2ncc(C(Cc3ccncc3)c3ccncc3)cc2c1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOc1cc([C@](O)(CCN(C)C)[C@@H](c2cc3cc(C#N)ccc3nc2OC)c2cccc3c2OCCO3)cc(OCC)n1,CHEMBL4481758,IC50,5.35,CHEMBL4561342,2019,CHEMBL4480425,Bioorg Med Chem,Scientific Literature,Inhibition of human ERG,95,585,c1cc2c(c(C(Cc3ccncc3)c3cnc4ccccc4c3)c1)OCCO2,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOc1cc([C@](O)(CCN(C)C)[C@H](c2ccc(N(CC)CC)nc2)c2cc3cc(Br)ccc3nc2OC)cc(OCC)n1,CHEMBL4481758,IC50,5.0,CHEMBL4534204,2019,CHEMBL4480425,Bioorg Med Chem,Scientific Literature,Inhibition of human ERG,95,585,c1cncc(C(Cc2ccncc2)c2cnc3ccccc3c2)c1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing,,missing
CCOc1cc2ncc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCN(C)CC1,CHEMBL2411831,IC50,4.82,CHEMBL521096,2013,CHEMBL2406904,Bioorg Med Chem Lett,Scientific Literature,Inhibition of human ERG,56,586,c1ccc(Nc2ccnc3ccc(N4CCNCC4)cc23)cc1,hERG,CHEMBL240,hERG (KCNH2),ion_channel,,missing,,missing,12.0,tdc_measured,26.0,tdc_measured,,missing,,missing,,missing,,missing,94.32,tdc_measured
